Number,involvementType,personID
MP20010654,SUSPECT,8348
MP20011976,SUSPECT,8349
MP20000511,SUSPECT,8350
MP20001971,SUSPECT,8351
MP20002193,SUSPECT,8352
MP20002375,SUSPECT,8353
MP20002560,SUSPECT,8354
MP20002560,SUSPECT,8355
MP20002563,SUSPECT,8356
MP20002563,SUSPECT,8357
MP20004852,SUSPECT,8358
MP20005070,SUSPECT,8359
MP20005224,SUSPECT,8361
MP20006654,SUSPECT,8362
MP20007505,SUSPECT,8363
MP20007505,SUSPECT,8364
MP20008007,SUSPECT,8365
MP20008072,SUSPECT,8366
MP20008072,SUSPECT,8367
MP20008517,SUSPECT,8368
MP20008957,SUSPECT,8369
MP20009094,SUSPECT,8370
MP20010680,SUSPECT,8371
MP20010680,SUSPECT,8372
MP20011642,SUSPECT,8373
MP20011846,SUSPECT,8374
MP20005842,SUSPECT,8375
MP20003851,SUSPECT,8376
MP20011657,SUSPECT,8377
MP20010562,SUSPECT,8378
MP20006291,SUSPECT,8379
MP20006710,SUSPECT,8380
MP20002601,SUSPECT,8381
MP20001719,SUSPECT,8382
MP20001719,SUSPECT,8383
MP20006718,SUSPECT,8384
MP20006805,SUSPECT,8385
MP20002896,SUSPECT,8386
MP20000418,SUSPECT,8387
MP20006819,SUSPECT,8388
MP20009508,SUSPECT,8389
MP20010489,SUSPECT,8390
MP20007823,SUSPECT,8391
MP20007823,SUSPECT,8392
MP20002496,SUSPECT,8393
MP20002496,SUSPECT,8394
MP20003292,SUSPECT,8395
MP20007349,SUSPECT,8396
MP20005577,SUSPECT,8397
MP20009866,SUSPECT,8398
MP20009868,SUSPECT,8399
MP20002556,SUSPECT,8400
MP20004148,SUSPECT,8401
MP20004057,SUSPECT,8402
MP20005353,SUSPECT,8403
MP20002670,SUSPECT,8405
MP20006734,SUSPECT,8406
MP20004881,SUSPECT,8407
