CID,Number,dateReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,longitude,latitude,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor,dateIncident,weekNumber,involvementType,personID,age,sex
MP20011709 - 460 (B) PC,MP20011709,"Apr 27, 2020, 3:39:30 AM","Apr 27, 2020, 3:10:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,800 W HATCH RD,MODESTO,CALIFORNIA,95358,-121.0018306,37.60888947,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,4/27/2020,24,VICTIM,4015,60,MALE
MP20011709 - 10851 VC,MP20011709,"Apr 27, 2020, 3:39:30 AM","Apr 27, 2020, 3:10:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,800 W HATCH RD,MODESTO,CALIFORNIA,95358,-121.0018306,37.60888947,0,0,0,NULL,FELONY,4/27/2020,24,VICTIM,4015,60,MALE
MP20800185 - 488 PC,MP20800185,"Jan 22, 2020, 8:01:00 AM","Jan 21, 2020, 10:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,WOLFEBORO LN & COUNTRYSIDE LN,MODESTO,CALIFORNIA,95358,-121.0428099,37.64683072,0,0,0,NULL,MISDEMEANOR,1/22/2020,10,VICTIM,4015,60,MALE
MP20002225 - 273.5 (A) PC,MP20002225,"Jan 23, 2020, 1:56:08 PM","Jan 23, 2020, 1:56:08 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,NULL,95350,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,1/23/2020,10,SUSPECT,4016,60,FEMALE
MP20002225 - 245 (A)(1) PC,MP20002225,"Jan 23, 2020, 1:56:08 PM","Jan 23, 2020, 1:56:08 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,2133 KEY WEST LN,MO,NULL,95350,-121.0331382,37.68586603,1,0,0,NULL,FELONY,1/23/2020,10,SUSPECT,4016,60,FEMALE
MP20000880 - 10851 VC,MP20000880,"Jan 10, 2020, 6:38:00 PM","Jan 9, 2020, 11:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1513 F ST,MO,NULL,95354,-120.9905388,37.64082532,0,0,0,NULL,FELONY,1/10/2020,8,VICTIM,4017,59,FEMALE
MP20005638 - 243 (E)(1) PC,MP20005638,"Feb 24, 2020, 4:31:23 PM","Feb 24, 2020, 4:31:23 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,2/24/2020,15,VICTIM,4017,59,FEMALE
MP20011938 - 273.5 (A) PC,MP20011938,"Apr 29, 2020, 6:47:59 AM","Apr 29, 2020, 6:47:59 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,1,0,NULL,FELONY,4/29/2020,24,VICTIM,4018,58,MALE
MP20011938 - 245 (A)(4) PC,MP20011938,"Apr 29, 2020, 6:47:59 AM","Apr 29, 2020, 6:47:59 AM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,1612 SISK RD,MODESTO,CALIFORNIA,95350,-121.0346036,37.66912976,1,1,0,NULL,FELONY,4/29/2020,24,VICTIM,4018,58,MALE
MP20010013 - 187 (A) PC,MP20010013,"Apr 9, 2020, 5:44:20 AM","Apr 9, 2020, 5:44:20 AM",187 (A) PC,187 (A) PC MURDER 01a. Criminal Homicide: Murder and Negligent Manslaughter 767,2020 W BRIGGSMORE AVE,MO,CALIFORNIA,95350,-121.0291121,37.66953437,0,0,0,NULL,FELONY,4/9/2020,21,SUSPECT,4019,58,FEMALE
MP20010923 - 460 (B) PC,MP20010923,"Apr 19, 2020, 7:29:40 AM","Apr 19, 2020, 4:02:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,2512 COFFEE RD,MODESTO,CALIFORNIA,95355,-120.9753641,37.6776656,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,4/19/2020,22,VICTIM,4020,58,FEMALE
MP20011166 - 487 (A) PC,MP20011166,"Apr 21, 2020, 9:14:13 PM","Apr 21, 2020, 6:19:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,2016 HISTORY WAY,MO,NULL,95357,-120.9624505,37.69841285,0,0,0,NULL,FELONY,4/21/2020,23,VICTIM,4021,58,MALE
MP20004872 - 243 (E)(1) PC,MP20004872,"Feb 17, 2020, 8:08:24 PM","Feb 17, 2020, 8:08:24 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MO,CALIFORNIA,95356,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,2/17/2020,14,SUSPECT,4022,57,MALE
MP20001605 - 243 (E)(1) PC,MP20001605,"Jan 17, 2020, 1:16:30 PM","Jan 17, 2020, 1:16:30 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,1/17/2020,9,VICTIM,4023,56,MALE
MP20003807 - 243 (E)(1) PC,MP20003807,"Feb 7, 2020, 10:07:10 AM","Feb 7, 2020, 10:07:10 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,2/7/2020,12,VICTIM,4023,56,MALE
MP20009904 - 273.5 (A) PC,MP20009904,"Apr 8, 2020, 3:44:52 AM","Apr 8, 2020, 3:44:52 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,4/8/2020,21,VICTIM,4023,56,MALE
MP20010754 - 273.5 (A) PC,MP20010754,"Apr 17, 2020, 10:22:54 AM","Apr 17, 2020, 10:22:54 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,NULL,NULL,Confidential Location,Confidential Location,0,0,0,NULL,FELONY,4/17/2020,22,VICTIM,4023,56,MALE
MP20010754 - 245 (A)(1) PC,MP20010754,"Apr 17, 2020, 10:22:54 AM","Apr 17, 2020, 10:22:54 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,710 N 9TH ST,MO,NULL,NULL,-121.0195066,37.65507797,0,0,0,NULL,FELONY,4/17/2020,22,VICTIM,4023,56,MALE
MP20003943 - 273.5 (A) PC,MP20003943,"Feb 8, 2020, 4:19:39 PM","Feb 8, 2020, 4:19:39 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,2/8/2020,12,VICTIM,4024,55,FEMALE
MP20004361 - 243 (E)(1) PC,MP20004361,"Feb 12, 2020, 8:57:47 PM","Feb 12, 2020, 8:50:00 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,0,0,0,NULL,MISDEMEANOR,2/12/2020,13,VICTIM,4024,55,FEMALE
MP20007805 - 273.5 (A) PC,MP20007805,"Mar 14, 2020, 9:37:36 PM","Mar 14, 2020, 9:00:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,3/14/2020,17,VICTIM,4024,55,FEMALE
MP20007805 - 245 (A)(4) PC,MP20007805,"Mar 14, 2020, 9:37:36 PM","Mar 14, 2020, 9:00:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,3113 TRUDI WAY,MODESTO,CALIFORNIA,95354,-120.9355257,37.64422486,1,0,0,NULL,FELONY,3/14/2020,17,VICTIM,4024,55,FEMALE
MP20800964 - 488 PC,MP20800964,"Apr 14, 2020, 4:02:00 PM","Apr 11, 2020, 9:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,3200 COVENTRY WAY,MODESTO,CALIFORNIA,95350,-121.0068438,37.68412447,0,0,0,NULL,MISDEMEANOR,4/14/2020,22,VICTIM,4025,55,MALE
MP20800951 - 460(B) PC,MP20800951,"Apr 13, 2020, 6:16:00 AM","Apr 13, 2020, 5:50:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,581 LINCOLN AVE,MODESTO,CALIFORNIA,95354,-120.9393689,37.64860155,0,0,0,NULL,FELONY,4/13/2020,22,VICTIM,4026,55,FEMALE
MP20004186 - 243 (E)(1) PC,MP20004186,"Feb 11, 2020, 11:34:47 AM","Feb 11, 2020, 11:34:47 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,2/11/2020,13,VICTIM,4027,54,FEMALE
MP20800705 - 460(B) PC,MP20800705,"Mar 13, 2020, 10:35:00 AM","Mar 13, 2020, 8:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,450 EL VISTA AVE,MODESTO,CALIFORNIA,95354,-120.9564026,37.64461402,0,0,0,NULL,FELONY,3/13/2020,17,VICTIM,4027,54,FEMALE
MP20007353 - 273.5 (A) PC,MP20007353,"Mar 10, 2020, 6:42:26 PM","Mar 10, 2020, 6:16:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,3/10/2020,17,SUSPECT,4028,54,FEMALE
MP20007353 - 245 (A)(1) PC,MP20007353,"Mar 10, 2020, 6:42:26 PM","Mar 10, 2020, 6:16:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,2600 COFFEE RD,MODESTO,CALIFORNIA,95355,-120.9755392,37.67839647,1,0,0,NULL,FELONY,3/10/2020,17,SUSPECT,4028,54,FEMALE
MP20003943 - 273.5 (A) PC,MP20003943,"Feb 8, 2020, 4:19:39 PM","Feb 8, 2020, 4:19:39 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,2/8/2020,12,SUSPECT,4029,54,MALE
MP20004361 - 243 (E)(1) PC,MP20004361,"Feb 12, 2020, 8:57:47 PM","Feb 12, 2020, 8:50:00 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,0,0,0,NULL,MISDEMEANOR,2/12/2020,13,SUSPECT,4029,54,MALE
MP20007805 - 273.5 (A) PC,MP20007805,"Mar 14, 2020, 9:37:36 PM","Mar 14, 2020, 9:00:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,3/14/2020,17,SUSPECT,4029,54,MALE
MP20007805 - 245 (A)(4) PC,MP20007805,"Mar 14, 2020, 9:37:36 PM","Mar 14, 2020, 9:00:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,3113 TRUDI WAY,MODESTO,CALIFORNIA,95354,-120.9355257,37.64422486,1,0,0,NULL,FELONY,3/14/2020,17,SUSPECT,4029,54,MALE
MP20004452 - 211 PC,MP20004452,"Feb 13, 2020, 7:03:48 PM","Feb 13, 2020, 7:03:48 PM",211 PC,211 PC ROBBERY 03 Robbery 853,"MELROSE ST, MO / CEDAR AVE, MO ( 42/B4 )",MODESTO,CALIFORNIA,NULL,-120.9866614,37.64912091,0,0,0,NULL,FELONY,2/13/2020,13,SUSPECT,4030,54,FEMALE
MP20011044 - 211 PC,MP20011044,"Apr 20, 2020, 2:31:39 PM","Apr 20, 2020, 2:31:39 PM",211 PC,211 PC ROBBERY 03 Robbery 853,801 9TH ST,MODESTO,CALIFORNIA,95354,-120.9993941,37.63790622,1,0,0,NULL,FELONY,4/20/2020,23,SUSPECT,4031,54,MALE
MP20011938 - 273.5 (A) PC,MP20011938,"Apr 29, 2020, 6:47:59 AM","Apr 29, 2020, 6:47:59 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,1,0,NULL,FELONY,4/29/2020,24,VICTIM,4032,54,FEMALE
MP20011938 - 245 (A)(4) PC,MP20011938,"Apr 29, 2020, 6:47:59 AM","Apr 29, 2020, 6:47:59 AM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,1612 SISK RD,MODESTO,CALIFORNIA,95350,-121.0346036,37.66912976,1,1,0,NULL,FELONY,4/29/2020,24,VICTIM,4032,54,FEMALE
MP20000732 - 10851 VC,MP20000732,"Jan 9, 2020, 10:26:00 AM","Dec 9, 2019, 12:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1024 WESTMONT TERRACE,MODESTO,CALIFORNIA,95356,-120.9784606,37.68995897,0,0,0,NULL,FELONY,1/9/2020,8,VICTIM,4033,54,MALE
MP20009997 - 460 (A) PC,MP20009997,"Apr 8, 2020, 10:57:47 PM","Apr 8, 2020, 10:57:47 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,404 ANSONVILLE LN,MODESTO,CALIFORNIA,95357,-120.9258609,37.6430434,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,4/8/2020,21,VICTIM,4034,54,MALE
MP20004240 - 488 PC,MP20004240,"Feb 11, 2020, 10:10:32 PM","Feb 11, 2020, 10:10:32 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1009 MC HENRY AVE,MODESTO,CALIFORNIA,95350,-120.994271,37.65769196,0,0,0,NULL,MISDEMEANOR,2/11/2020,13,VICTIM,4035,53,MALE
MP20000368 - 460 (A) PC,MP20000368,"Jan 7, 2020, 4:52:26 PM","Jan 7, 2020, 4:52:26 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2300 PHAR LAP AVE,MO,CALIFORNIA,95355,-120.9272158,37.67555297,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,1/7/2020,8,VICTIM,4036,53,MALE
MP20800224 - 460(B) PC,MP20800224,"Jan 26, 2020, 10:28:00 AM","Jan 26, 2020, 6:15:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3933 DALE RD,MODESTO,CALIFORNIA,95356,-121.0509831,37.69507591,0,0,0,NULL,FELONY,1/26/2020,10,VICTIM,4037,53,FEMALE
MP20009845 - 245 (A)(1) PC,MP20009845,"Apr 7, 2020, 2:00:48 PM","Apr 7, 2020, 2:00:48 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,4001 TIERRA LAGO DR,MODESTO,CALIFORNIA,95356,-121.0429403,37.69693664,1,0,0,NULL,FELONY,4/7/2020,21,VICTIM,4038,53,MALE
MP20009845 - 243 (D) PC,MP20009845,"Apr 7, 2020, 2:00:48 PM","Apr 7, 2020, 2:00:48 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,4001 TIERRA LAGO DR,MODESTO,CALIFORNIA,95356,-121.0429403,37.69693664,1,0,0,NULL,FELONY,4/7/2020,21,VICTIM,4038,53,MALE
MP20001758 - 243 (E)(1) PC,MP20001758,"Jan 19, 2020, 9:34:15 AM","Jan 19, 2020, 9:34:15 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,1,0,NULL,MISDEMEANOR,1/19/2020,9,SUSPECT,4039,53,MALE
MP20009908 - 243 (E)(1) PC,MP20009908,"Apr 8, 2020, 8:28:00 AM","Apr 8, 2020, 8:00:00 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,4/8/2020,21,SUSPECT,4039,53,MALE
MP20003194 - 243 (E)(1) PC,MP20003194,"Feb 1, 2020, 7:29:09 PM","Feb 1, 2020, 7:29:09 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,NULL,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,2/1/2020,11,SUSPECT,4039,53,MALE
MP20011542 - 10851 VC,MP20011542,"Apr 25, 2020, 10:12:00 AM","Apr 18, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,715 E ROSEBURG AVE,MO,NULL,95350,-120.9838856,37.66022662,0,0,0,NULL,FELONY,4/25/2020,23,VICTIM,4039,53,MALE
MP20007151 - 460 (B) PC,MP20007151,"Mar 9, 2020, 9:17:05 AM","Mar 7, 2020, 2:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,522 MYRTLE AVE,MODESTO,CALIFORNIA,95350,-121.0060904,37.65207324,0,0,0,NON-RESIDENCE - UNKNOWN,FELONY,3/9/2020,17,VICTIM,4040,53,MALE
MP20011357 - 243 (E)(1) PC,MP20011357,"Apr 23, 2020, 2:03:39 PM","Apr 23, 2020, 2:03:39 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MO,NULL,95351,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,4/23/2020,23,VICTIM,4040,53,MALE
MP20002199 - 273.5 (A) PC,MP20002199,"Jan 23, 2020, 10:53:01 AM","Jan 20, 2020, 9:01:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,NULL,95351,Confidential Location,Confidential Location,0,0,0,NULL,FELONY,1/23/2020,10,SUSPECT,4041,53,MALE
MP20008602 - 10851 VC,MP20008602,"Mar 24, 2020, 12:00:00 AM","Mar 23, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,934 CLAREMONT CT,MO,NULL,95356,-120.9805235,37.69056759,0,0,0,NULL,FELONY,3/24/2020,19,VICTIM,4042,53,FEMALE
MP20011294 - 10851 VC,MP20011294,"Apr 23, 2020, 3:12:00 AM","Apr 23, 2020, 3:12:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,934 CLAREMONT CT,MO,NULL,NULL,-120.9805235,37.69056759,0,0,0,NULL,FELONY,4/23/2020,23,VICTIM,4042,53,FEMALE
MP20006835 - 243 (E)(1) PC,MP20006835,"Mar 5, 2020, 10:37:13 PM","Mar 5, 2020, 10:37:13 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,3/5/2020,16,SUSPECT,4043,52,FEMALE
MP20010905 - 664 /211 PC,MP20010905,"Apr 18, 2020, 11:30:28 PM","Apr 18, 2020, 11:30:28 PM",664 /211 PC,664 /211 PC ATTEMPTED ROBBERY 03 Robbery 2900,331 SAN JUAN DR,MO,NULL,95354,-120.9637417,37.64287156,1,0,0,NULL,FELONY,4/18/2020,22,VICTIM,4043,52,FEMALE
MP20010905 - 245 (A)(4) PC,MP20010905,"Apr 18, 2020, 11:30:28 PM","Apr 18, 2020, 11:30:28 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,331 SAN JUAN DR,MO,NULL,95354,-120.9637417,37.64287156,1,0,0,NULL,FELONY,4/18/2020,22,VICTIM,4043,52,FEMALE
MP20009340 - 460(B) PC,MP20009340,"Apr 1, 2020, 8:02:08 AM","Apr 1, 2020, 2:06:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1325 SYCAMORE AVE,MODESTO,CALIFORNIA,95350,-120.9982444,37.6628503,0,0,0,NULL,FELONY,4/1/2020,20,VICTIM,4044,52,MALE
MP20010502 - 488 PC,MP20010502,"Apr 15, 2020, 7:59:05 AM","Apr 14, 2020, 11:43:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1325 SYCAMORE AVE,MODESTO,CALIFORNIA,95350,-120.9982444,37.6628503,0,0,0,NULL,MISDEMEANOR,4/15/2020,22,VICTIM,4044,52,MALE
MP20005373 - 460(B) PC,MP20005373,"Feb 22, 2020, 10:03:00 AM","Feb 21, 2020, 8:45:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2631 MAC GREGOR CT,MODESTO,CALIFORNIA,95350,-120.9892717,37.67905781,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,2/22/2020,14,VICTIM,4045,51,MALE
MP20010864 - 243 (E)(1) PC,MP20010864,"Apr 18, 2020, 10:46:00 AM","Apr 18, 2020, 10:46:00 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,NULL,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,4/18/2020,22,VICTIM,4046,51,FEMALE
MP20007714 - 460 (B) PC,MP20007714,"Mar 13, 2020, 1:10:57 PM","Mar 13, 2020, 11:20:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,421 MC HENRY AVE,MODESTO,CALIFORNIA,95354,-120.994148,37.65019117,0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY,3/13/2020,17,VICTIM,4047,51,MALE
MP20008517 - 664 /460 (B) PC,MP20008517,"Mar 23, 2020, 4:43:18 AM","Mar 23, 2020, 4:43:18 AM",664 /460 (B) PC,664 /460 (B) PC ATTEMPTED BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2912,421 MC HENRY AVE,MODESTO,CALIFORNIA,95354,-120.994148,37.65019117,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,3/23/2020,19,VICTIM,4047,51,MALE
MP20007390 - 273.5 (A) PC,MP20007390,"Mar 11, 2020, 3:42:55 AM","Feb 13, 2020, 8:00:00 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95351,Confidential Location,Confidential Location,0,0,0,NULL,FELONY,3/11/2020,17,SUSPECT,4048,51,MALE
MP20007390 - 245 (A)(4) PC,MP20007390,"Mar 11, 2020, 3:42:55 AM","Feb 13, 2020, 8:00:00 AM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,1513 ROBERTSON RD,MODESTO,CALIFORNIA,95351,-121.0123792,37.61352143,0,0,0,NULL,FELONY,3/11/2020,17,SUSPECT,4048,51,MALE
MP20011819 - 243 (E)(1) PC,MP20011819,"Apr 27, 2020, 11:47:34 PM","Apr 27, 2020, 11:47:34 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,4/27/2020,24,SUSPECT,4049,51,MALE
MP20011935 - 243 (E)(1) PC,MP20011935,"Apr 29, 2020, 12:51:19 AM","Apr 29, 2020, 12:51:19 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,4/29/2020,24,SUSPECT,4049,51,MALE
MP20003935 - 487 (A) PC,MP20003935,"Feb 8, 2020, 7:45:04 AM","Feb 7, 2020, 9:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: MISD 06 Theft 2285,3833 SEMALLON DR,MODESTO,CALIFORNIA,95356,-121.0043693,37.69469239,0,0,0,NULL,FELONY,2/8/2020,12,VICTIM,4050,50,MALE
MP20006222 - 460 (A) PC,MP20006222,"Feb 29, 2020, 11:08:04 AM","Feb 29, 2020, 11:08:04 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2410 UHLIG AVE,MO,NULL,95350,-121.0130662,37.6776284,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,2/29/2020,15,VICTIM,4051,50,MALE
