Number,dateReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,longitude,latitude,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor
MP20003533,"Feb 5, 2020, 8:33:21 AM","Feb 4, 2020, 6:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1913 CIELITO DR,MODESTO,CALIFORNIA,95358,-121.0210078,37.60364419,0,0,0,,FELONY
MP20003558,"Feb 5, 2020, 11:25:00 AM","Jan 31, 2020, 11:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,939 LONE PALM AVE,MODESTO,CALIFORNIA,95351,-121.0234518,37.64787766,0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20003564,"Feb 5, 2020, 10:42:00 AM","Feb 5, 2020, 9:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1411 FORDHAM AVE,MODESTO,CALIFORNIA,95350,-121.0146902,37.65738095,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20003572,"Feb 5, 2020, 12:32:00 PM","Jan 31, 2020, 8:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3708 AFFIRMED DR,MODESTO,CALIFORNIA,95355,-120.9266618,37.68033372,0,0,0,,FELONY
MP20003634,"Feb 5, 2020, 8:58:29 PM","Feb 5, 2020, 8:58:29 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3842 CARVER RD,MO,,95356,-121.0222229,37.69500036,1,0,0,,FELONY
MP20003634,"Feb 5, 2020, 8:58:29 PM","Feb 5, 2020, 8:58:29 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,3842 CARVER RD,MO,,95356,-121.0222229,37.69500036,1,0,0,,FELONY
MP20003634,"Feb 5, 2020, 8:58:29 PM","Feb 5, 2020, 8:58:29 PM",244 PC,244 PC ASSAULT WITH CAUSTIC CHEMICAL/ETC 04 Aggravated Assault 1217,3842 CARVER RD,MO,,95356,-121.0222229,37.69500036,1,0,0,,FELONY
MP20002951,"Jan 30, 2020, 1:27:22 PM","Jan 29, 2020, 3:00:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,3700 BEYER PARK DR,MODESTO,CALIFORNIA,95355,-120.9706649,37.69157444,0,0,0,,FELONY
MP20003719,"Feb 6, 2020, 2:10:50 PM","Feb 6, 2020, 2:10:50 PM",664 /187 (A) PC,664 /187 (A) PC ATTEMPTED MURDER 04 Aggravated Assault 2897,2045 MOUNT VERNON DR,MODESTO,CALIFORNIA,95350,-121.0291192,37.67412459,1,0,0,,FELONY
MP20003687,"Feb 6, 2020, 10:17:00 AM","Jan 12, 2020, 3:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,117 CREEKWOOD DR,MODESTO,CALIFORNIA,95357,-120.9266462,37.63858327,0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20003654,"Feb 6, 2020, 5:17:04 AM","Feb 6, 2020, 1:30:00 AM",487 (D)(2) PC,487 (D)(2) PC GRAND THEFT:  FIREARM  06 Theft 2292,1420 CHAPALA WAY,MO,CALIFORNIA,95355,-120.9718157,37.6770115,0,0,0,,FELONY
MP20003654,"Feb 6, 2020, 5:17:04 AM","Feb 6, 2020, 1:30:00 AM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,1420 CHAPALA WAY,MO,CALIFORNIA,95355,-120.9718157,37.6770115,0,0,0,,MISDEMEANOR
MP20003644,"Feb 5, 2020, 9:59:14 PM","Feb 5, 2020, 9:59:14 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1720 PELTON AVE,MODESTO,CALIFORNIA,95351,-121.0176405,37.61609804,0,1,0,,FELONY
MP20003765,"Feb 6, 2020, 11:38:14 PM","Feb 6, 2020, 11:38:14 PM",245 (A)(2) PC,245 (A)(2) PC ASSAULT WITH FIREARM ON PERSON: MISD 04 Aggravated Assault 1232,216 KINGSTON LN,MODESTO,CALIFORNIA,95354,-120.9497618,37.64120226,0,0,0,,FELONY
MP20000824,"Feb 4, 2020, 10:10:00 AM","Jan 9, 2020, 7:50:00 PM",451 (D) PC,451 (D) PC ARSON:PROPERTY 08 Arson 2137,"GALAS CT, MO / IRONSIDE DR, MO ( 58/D1 )",,CALIFORNIA,,-121.0207758,37.60231465,0,0,0,,FELONY
MP20800335,"Feb 5, 2020, 10:12:00 AM","Feb 5, 2020, 10:00:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,2800 BRADEN AVE,MODESTO,CALIFORNIA,95356,-121.0454273,37.68813621,0,0,0,,FELONY
MP20003328,"Feb 3, 2020, 8:21:00 AM","Feb 3, 2020, 6:10:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2129 GUTHERIE ST,MO,,95358,-121.0054429,37.59757535,0,0,0,,FELONY
MP20800337,"Feb 5, 2020, 11:23:00 AM","Feb 1, 2020, 9:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1401 LAKEWOOD AVE,MODESTO,CALIFORNIA,95355,-120.9394479,37.66358161,0,0,0,,FELONY
MP20800341,"Feb 6, 2020, 11:10:00 AM","Feb 1, 2020, 4:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3801 PELANDALE AVE,MODESTO,CALIFORNIA,95356,-121.0655914,37.70145898,0,0,0,,FELONY
MP20003442,"Feb 4, 2020, 10:30:00 AM","Feb 4, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2808 AMIR DR,MO,,95355,-120.9430597,37.68061524,0,0,0,,FELONY
MP20003461,"Feb 4, 2020, 12:00:00 PM","Jan 31, 2020, 10:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,701 LAUREL AVE,MO,,95351,-121.0203427,37.6415665,0,0,0,,FELONY
MP20003497,"Feb 4, 2020, 5:09:00 PM","Feb 4, 2020, 8:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1101 SYLVAN AVE,MO,,,-120.9779337,37.6894449,0,0,0,,FELONY
MP20003573,"Feb 5, 2020, 12:30:00 PM","Feb 5, 2020, 11:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2306 NYSTROM AVE,MODESTO,CALIFORNIA,95355,-120.9544228,37.66189989,0,0,0,,FELONY
MP20003509,"Feb 4, 2020, 8:10:00 PM","Feb 4, 2020, 7:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1601 COFFEE RD,MO,,,-120.9768454,37.66820118,0,0,0,,FELONY
MP20003671,"Feb 6, 2020, 8:11:29 AM","Feb 5, 2020, 11:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,611 16TH ST,MO,,95354,-120.9907123,37.64112051,0,0,0,,FELONY
MP20003697,"Feb 6, 2020, 11:30:00 AM","Feb 6, 2020, 9:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,324 MAPLE ST,MO,,95351,-121.0113916,37.6379277,0,0,0,,FELONY
MP20003559,"Feb 5, 2020, 10:45:00 AM","Feb 5, 2020, 2:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,309 SAN JUAN DR,MO,,95354,-120.9637298,37.64211757,0,0,0,,FELONY
MP20003732,"Feb 6, 2020, 5:44:00 PM","Feb 6, 2020, 4:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1001 9TH ST,MO,,,-121.0017577,37.63944126,0,0,0,,FELONY
MP20003518,"Feb 4, 2020, 9:31:58 PM","Feb 4, 2020, 9:31:58 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2099 W ORANGEBURG AVE,MO,,,-121.0297535,37.667342,0,0,0,,FELONY
MP20003537,"Feb 5, 2020, 8:44:00 AM","Feb 4, 2020, 9:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3704 AKEBY DR,MO,,95356,-121.0643026,37.69626292,0,0,0,,FELONY
MP20003746,"Feb 6, 2020, 6:53:00 PM","Feb 6, 2020, 2:52:00 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,201 WILSON AVE,MODESTO,CALIFORNIA,95354,-120.9777966,37.64111964,0,0,0,,FELONY
MP20003733,"Feb 6, 2020, 4:59:49 PM","Feb 1, 2020, 6:00:00 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: MISD 04 Aggravated Assault 1474,620 PARADISE RD,MODESTO,CALIFORNIA,95351,-121.0147379,37.6250004,0,1,0,,FELONY
MP20003820,"Feb 7, 2020, 1:28:15 PM","Feb 7, 2020, 1:37:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,725 ZEFF RD,MODESTO,CALIFORNIA,95351,-120.9967077,37.61861535,0,0,0,,FELONY
MP20003614,"Feb 5, 2020, 7:06:11 PM","Feb 5, 2020, 12:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1940 CROWS LANDING RD,MO,,95358,-120.991977,37.60108168,0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20003033,"Jan 31, 2020, 9:35:00 AM","Jan 31, 2020, 1:41:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1401 LAKEWOOD AVE,MODESTO,CALIFORNIA,95355,-120.9394479,37.66358161,0,0,0,,FELONY
MP20003215,"Feb 1, 2020, 11:26:15 PM","Jan 31, 2020, 10:00:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,COLORADO AVE,MODESTO,CALIFORNIA,,-121.0072348,37.61381707,0,0,0,,FELONY
MP20003822,"Feb 7, 2020, 10:07:10 AM","Feb 7, 2020, 10:07:10 AM",288.5 (A) PC,288.5 (A) PC CONTINUOUS SEXUAL ABUSE OF CHILD 02a. Rape 1610,1325 HILLIARD WAY,MO,,95355,-120.9549939,37.66333595,1,0,0,,FELONY
MP20003234,"Feb 1, 2020, 10:51:46 PM","Feb 1, 2020, 6:10:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1804 CYNTHIA LN,MODESTO,CALIFORNIA,95351,-121.0189839,37.61761411,0,0,0,,FELONY
MP20003837,"Feb 7, 2020, 4:53:57 PM","Feb 7, 2020, 4:53:57 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,2045 W BRIGGSMORE AVE,MODESTO,CALIFORNIA,95350,-121.0321893,37.66913365,0,0,0,,FELONY
MP20003841,"Feb 7, 2020, 4:58:08 PM","Feb 7, 2020, 12:00:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,215 KELLEY ST,MODESTO,CALIFORNIA,95354,-120.9867292,37.63989854,1,0,0,,FELONY
MP20003841,"Feb 7, 2020, 4:58:08 PM","Feb 7, 2020, 12:00:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,215 KELLEY ST,MODESTO,CALIFORNIA,95354,-120.9867292,37.63989854,1,0,0,,FELONY
MP20003896,"Feb 8, 2020, 6:35:13 AM","Feb 8, 2020, 6:35:13 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,2701 JANNA AVE,MODESTO,CALIFORNIA,95350,-121.0296585,37.67985674,0,0,0,,FELONY
MP20003893,"Feb 8, 2020, 5:16:07 AM","Feb 8, 2020, 5:16:07 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3928 WESTFALL LN,MO,CALIFORNIA,95357,-120.9212188,37.63922498,1,0,0,,FELONY
MP20001673,"Jan 18, 2020, 11:31:46 AM","Jan 17, 2020, 6:30:00 PM",245 (A)(2) PC,245 (A)(2) PC ASSAULT WITH FIREARM ON PERSON: FELONY 04 Aggravated Assault 1233,"PHOENIX AVE, MO / RED OAK DR, MO ( 42/E4 )",,,,-120.9623035,37.64639645,0,0,0,,FELONY
MP20003935,"Feb 8, 2020, 7:45:04 AM","Feb 7, 2020, 9:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: MISD 06 Theft 2285,3833 SEMALLON DR,MODESTO,CALIFORNIA,95356,-121.0043693,37.69469239,0,0,0,,FELONY
MP20003973,"Feb 8, 2020, 11:58:41 PM","Feb 8, 2020, 11:58:41 PM",664 /187 (A) PC,664 /187 (A) PC ATTEMPTED MURDER 04 Aggravated Assault 2897,1000 I ST,MO,,,-120.9983973,37.63957075,1,0,0,,FELONY
MP20003973,"Feb 8, 2020, 11:58:41 PM","Feb 8, 2020, 11:58:41 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,1000 I ST,MO,,,-120.9983973,37.63957075,1,0,0,,FELONY
MP20003921,"Feb 8, 2020, 12:49:00 PM","Feb 7, 2020, 11:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3724 TROON PL,MO,,95357,-120.9249509,37.64014841,0,0,0,,FELONY
MP20003923,"Feb 8, 2020, 1:04:00 PM","Feb 8, 2020, 12:40:32 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1431 W ROSEBURG AVE,MO,,95350,-121.0164578,37.66066212,1,0,0,,FELONY
MP20003803,"Feb 7, 2020, 9:08:00 AM","Feb 7, 2020, 12:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2804 KELLER ST,MO,,95355,-120.9698284,37.68015043,0,0,0,,FELONY
MP20004003,"Feb 9, 2020, 12:57:54 PM","Feb 9, 2020, 12:57:54 PM",664 /460 (A) PC,664 /460 (A) PC ATTEMPTED BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2911,3001 HAHN DR,MODESTO,,,-121.045829,37.68282938,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20004011,"Feb 9, 2020, 2:15:27 PM","Feb 9, 2020, 2:15:27 PM",261 (A)(1) PC,261 (A)(1) PC RAPE:VICTIM INCAPABLE OF GIVING CONSENT 02a. Rape 1374,"CELESTE CT, MO / CELESTE DR, MO ( 37/E3 )",MODESTO,CALIFORNIA,95355,-120.9616588,37.67226728,0,0,0,,FELONY
MP20003889,"Feb 8, 2020, 3:24:39 AM","Feb 8, 2020, 3:24:39 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1405 EMIGRANT WAY,MO,CALIFORNIA,95358,-121.0372365,37.65431904,1,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20004027,"Feb 9, 2020, 5:22:04 PM","Feb 9, 2020, 1:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1116 SPRINGFIELD WAY,MODESTO,CALIFORNIA,95355,-120.9327638,37.6591109,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20004047,"Feb 10, 2020, 12:34:49 AM","Feb 10, 2020, 12:34:49 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,1912 INNSBROOK DR,MO,CALIFORNIA,95350,-121.0268593,37.68755056,1,0,0,,FELONY
MP20004047,"Feb 10, 2020, 12:34:49 AM","Feb 10, 2020, 12:34:49 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1912 INNSBROOK DR,MO,CALIFORNIA,95350,-121.0268593,37.68755056,1,0,0,,FELONY
MP20003729,"Feb 6, 2020, 2:04:32 PM","Jan 13, 2020, 7:00:00 PM",243.4 (A) PC,243.4 (A) PC SEXUAL BATTERY: FELONY 04 Aggravated Assault 1199,330 ROSEDALE AVE,MO,,95351,-121.0063839,37.62668454,0,0,0,,
MP20003409,"Feb 3, 2020, 11:49:43 PM","Feb 3, 2020, 11:49:43 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,905 3RD ST,MO,,95351,-121.0063621,37.63457829,0,0,0,,FELONY
MP20004069,"Feb 10, 2020, 9:48:19 AM","Feb 8, 2020, 2:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,500 PRIMO WAY,MODESTO,CALIFORNIA,95358,-120.9885166,37.60639559,0,0,0,,MISDEMEANOR
MP20003943,"Feb 8, 2020, 4:19:39 PM","Feb 8, 2020, 4:19:39 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3113 TRUDI WAY,MODESTO,CALIFORNIA,95354,-120.9355257,37.64422486,1,0,0,,FELONY
MP20004129,"Feb 10, 2020, 7:28:15 PM","Feb 10, 2020, 7:28:15 PM",211 PC,211 PC ROBBERY 03 Robbery 853,3401 DALE RD,MO,,,-121.0549742,37.68911485,1,0,0,,FELONY
MP20004145,"Feb 11, 2020, 1:14:37 AM","Feb 11, 2020, 1:10:00 AM",211 PC,211 PC ROBBERY 03 Robbery 853,2130 CORNWELL AVE,MODESTO,CALIFORNIA,95350,-121.0333614,37.67616856,0,0,0,,FELONY
MP20003981,"Feb 9, 2020, 7:00:00 AM","Feb 9, 2020, 6:10:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1917 ROUSE CT,MO,,95351,-121.0219076,37.62069199,0,0,0,,FELONY
MP20004006,"Feb 9, 2020, 2:21:00 PM","Feb 8, 2020, 6:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"HAMMOND ST, MO / THERON WAY, MO ( 52/D1 )",,,95351,-121.0184773,37.61860949,0,0,0,,FELONY
MP20004055,"Feb 10, 2020, 6:14:00 AM","Feb 9, 2020, 9:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3428 AKEBY DR,MO,,95356,-121.0609484,37.69630561,0,0,0,,FELONY
MP20004065,"Feb 10, 2020, 9:07:00 AM","Feb 9, 2020, 3:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1703 STANDIFORD AVE,MO,,,-121.0230643,37.68985055,0,0,0,,FELONY
MP20004088,"Feb 10, 2020, 12:09:00 PM","Feb 9, 2020, 9:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"GOLDENWOOD DR, MO / CARVER RD, MO ( 36/C4 )",,,,-121.0220614,37.66735356,0,0,0,,FELONY
MP20800361,"Feb 6, 2020, 9:10:00 PM","Feb 6, 2020, 11:20:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,18 H ST,MODESTO,CALIFORNIA,95351,-121.0072398,37.63150913,0,0,0,,FELONY
MP20003851,"Feb 7, 2020, 7:39:27 PM","Feb 7, 2020, 7:39:27 PM",211 PC,211 PC ROBBERY 03 Robbery 853,401 PARADISE RD,MO,CALIFORNIA,,-121.0138548,37.62807038,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20800366,"Feb 8, 2020, 3:31:00 PM","Feb 8, 2020, 3:20:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,509 BARRINGHAM LN,MODESTO,CALIFORNIA,95350,-120.9872846,37.68664268,0,0,0,,MISDEMEANOR
MP20004148,"Feb 11, 2020, 4:37:59 AM","Feb 10, 2020, 9:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1308 EMIGRANT WAY,MO,,95358,-121.0366778,37.65381577,0,0,0,,FELONY
MP20800370,"Feb 7, 2020, 6:07:00 PM","Feb 7, 2020, 5:50:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1100 CARVER RD,MODESTO,CALIFORNIA,95350,-121.0209669,37.65942097,0,0,0,,MISDEMEANOR
MP20800363,"Feb 9, 2020, 5:36:00 PM","Feb 9, 2020, 3:00:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: MISD 06 Theft 2285,2020 COBBLESTONE MANOR DR,MODESTO,CALIFORNIA,95355,-120.9419107,37.67296834,0,0,0,,FELONY
MP20004206,"Feb 11, 2020, 3:40:09 PM","Feb 11, 2020, 3:40:09 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,"NEEDHAM ST, MO / VIRGINIA AVE, MO ( 41/F4 )",MODESTO,CALIFORNIA,,-121.0027674,37.64583288,1,0,0,,FELONY
MP20004245,"Feb 11, 2020, 11:15:57 PM","Feb 11, 2020, 11:15:57 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1542 ROUSE AVE,MODESTO,CALIFORNIA,95351,-121.013564,37.62032717,1,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20800383,"Feb 10, 2020, 1:27:00 PM","Feb 10, 2020, 5:15:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,HADDON AVE & EL VISTA AVE,MODESTO,CALIFORNIA,95354,-120.9572379,37.64169571,0,0,0,,FELONY
MP20003913,"Feb 8, 2020, 9:07:28 AM","Feb 8, 2020, 6:10:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2009 DURANGO LN,MODESTO,CALIFORNIA,95355,-120.9678411,37.67286183,0,0,0,,
MP20003876,"Feb 7, 2020, 11:28:47 PM","Feb 6, 2020, 6:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1509 TEAKWOOD DR,MODESTO,CALIFORNIA,95350,-121.0197003,37.66744548,0,0,0,,FELONY
MP20004304,"Feb 12, 2020, 1:08:26 PM","Feb 11, 2020, 9:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,608 RAMSEY DR,MODESTO,CALIFORNIA,95356,-120.9867265,37.69367492,0,0,0,,FELONY
MP20004237,"Feb 11, 2020, 8:59:35 PM","Feb 11, 2020, 8:59:35 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1009 MC HENRY AVE,MO,,95350,-120.994258,37.65768693,0,0,0,,FELONY
MP20004263,"Feb 12, 2020, 8:02:31 AM","Feb 11, 2020, 3:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,-120.9967614,37.68979757,0,0,0,,FELONY
MP20004331,"Feb 12, 2020, 4:11:59 PM","Feb 11, 2020, 4:11:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1600 STANDIFORD AVE,MODESTO,CALIFORNIA,95350,-121.0213763,37.68850393,0,0,0,,FELONY
MP20004234,"Feb 11, 2020, 4:17:19 PM","Feb 11, 2020, 4:17:19 PM",273 D(A) PC,273 D(A) PC INFLICT INJURY UPON CHILD: FELONY 04 Aggravated Assault 1479,823 MARY LN,MO,CALIFORNIA,95351,-121.0161064,37.61756749,0,0,0,,FELONY
MP20004234,"Feb 11, 2020, 4:17:19 PM","Feb 11, 2020, 4:17:19 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,823 MARY LN,MO,CALIFORNIA,95351,-121.0161064,37.61756749,0,0,0,,FELONY
MP20004205,"Feb 11, 2020, 3:09:50 PM","Feb 11, 2020, 3:04:00 PM",211 PC,211 PC ROBBERY 03 Robbery 853,"COLLEGE AVE, MO / STODDARD AVE, MO ( 41/E3 )",,,,-121.0074258,37.64943878,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20004205,"Feb 11, 2020, 3:09:50 PM","Feb 11, 2020, 3:04:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,"COLLEGE AVE, MO / STODDARD AVE, MO ( 41/E3 )",,,,-121.0074258,37.64943878,0,0,0,,FELONY
MP20004140,"Feb 10, 2020, 10:16:18 PM","Feb 10, 2020, 10:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,2230 MILLER AVE,MODESTO,CALIFORNIA,95354,-120.9556125,37.63983385,0,0,0,,MISDEMEANOR
MP20004258,"Feb 12, 2020, 6:36:43 AM","Feb 12, 2020, 6:33:00 AM",451 (D) PC,451 (D) PC ARSON:PROPERTY 08 Arson 2137,801 OAKDALE RD,MO,,,-120.9591718,37.65379955,0,0,0,,FELONY
MP20004370,"Feb 13, 2020, 1:26:52 AM","Feb 13, 2020, 1:20:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,701 LINCOLN AVE,MODESTO,CALIFORNIA,95354,-120.9398899,37.65278729,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20003979,"Feb 8, 2020, 10:55:11 PM","Feb 8, 2020, 5:28:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,329 COLORADO AVE,MODESTO,CALIFORNIA,95351,-121.0068984,37.62675811,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20004405,"Feb 13, 2020, 11:07:58 AM","Feb 11, 2020, 5:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,206 HACKBERRY AVE,MODESTO,CALIFORNIA,95354,-121.0011907,37.64750963,0,0,0,,FELONY
MP20004174,"Feb 11, 2020, 10:25:27 AM","Jan 7, 2020, 7:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,16929 CHICKEN RANCH RD,JAMESTOWN,CALIFORNIA,,,,0,0,0,,FELONY
